date,no,lam,lam_a,lam_sum,form5_w,form5_d,form5_l,form_gf,form_ga,inj_h,inj_a,temp,rain_p,wind,rank_gap,grade,dual,cr_lv,cr_p,zz_p,bs_p,has_alert,h2h_wr,h2h_edge
2026-07-21,001,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-07-21,002,,,,,,,,,,,,,,,2,0,0,,,,1,,
2026-07-21,003,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-22,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-22,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-22,003,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-22,004,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-22,005,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-22,006,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-22,007,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-23,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-23,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-23,003,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-23,004,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-23,005,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-23,006,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-23,007,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-23,008,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-23,009,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-24,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-24,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-24,003,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-24,004,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-24,005,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-25,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-25,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-25,003,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-25,004,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-25,005,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-25,006,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-25,007,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-25,008,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-25,009,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-26,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-26,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-26,003,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,004,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,005,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,006,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,007,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,008,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,009,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,010,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,011,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,012,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,013,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,014,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,015,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,016,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,017,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,018,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-26,019,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-27,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-27,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-27,003,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-07-27,004,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-28,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-28,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-28,003,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-29,001,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-29,002,,,,,,,,,,,,,,,1,0,0,,,,1,,
2026-07-29,003,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-07-30,001,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-07-30,002,,,,,,,,,,,,,,,2,0,0,,,,1,,
2026-07-30,003,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-30,004,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-30,005,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-31,001,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-07-31,002,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-07-31,003,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-07-31,004,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-31,005,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-07-31,006,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-01,001,,,,,,,,,,,,,,,2,0,0,,,,1,,
2026-08-01,002,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-01,003,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-01,004,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-01,005,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-01,006,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-01,007,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-01,008,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-01,009,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-01,010,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-02,001,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-02,002,,,,,,,,,,,,,,,2,0,0,,,,1,,
2026-08-02,003,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-02,004,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-02,005,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-02,006,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,007,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,008,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-02,009,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,010,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,011,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,015,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-02,016,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,017,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,018,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,019,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-02,020,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-02,021,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-02,022,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-02,023,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-03,012,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-03,013,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-03,014,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-04,001,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-04,002,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-04,003,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-04,004,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-05,001,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-05,002,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-05,003,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-05,004,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-05,005,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-06,001,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-06,002,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-06,003,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-06,004,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-07,001,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-07,002,,,,,,,,,,,,,,,2,0,0,,,,1,,
2026-08-07,003,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-07,004,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-07,005,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-07,006,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-07,007,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-07,008,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-07,009,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-07,010,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-07,011,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-07,012,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-07,013,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-07,014,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-08,001,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-08,002,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-08,003,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,004,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-08,005,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,006,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-08,007,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,008,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,009,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-08,010,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,011,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-08,012,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-08,013,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-08-08,014,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,015,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,016,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-08,017,,,,,,,,,,,,,,,1,0,0,,,,0,,
2026-08-08,018,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-08,019,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,020,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-08,021,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-08,022,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-08,023,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-08,024,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-08,025,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,001,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-09,002,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-09,003,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,004,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,005,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,006,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-09,007,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-09,008,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,011,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,012,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,013,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-09,014,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-09,016,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-10,017,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-10,018,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-10,019,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-10,020,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-10,021,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-10,022,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-10,023,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-10,024,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-11,001,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-11,002,,,,,,,,,,,,,,,3,0,0,,,,1,,
2026-08-11,003,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-11,004,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-11,005,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-12,003,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-12,004,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-12,005,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-12,006,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-12,007,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-12,008,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-12,009,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-13,001,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-13,002,,,,,,,,,,,,,,,2,1,0,,,,1,,
2026-08-13,003,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,001,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,002,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-14,003,,,,,,,,,,,,,,,2,1,0,,10.0,,0,,
2026-08-14,004,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,005,,,,,,,,,,,,,,,2,0,0,,10.0,,0,,
2026-08-14,006,,,,,,,,,,,,,,,3,0,0,,8.0,,0,,
2026-08-14,007,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,008,,,,,,,,,,,,,,,2,1,0,,10.0,,0,,
2026-08-14,009,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-14,010,,,,,,,,,,,,,,,2,1,0,,10.0,,0,,
2026-08-14,011,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,012,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-14,013,,,,,,,,,,,,,,,2,1,0,,15.0,,0,,
2026-08-14,014,,,,,,,,,,,,,,,2,1,0,,15.0,,0,,
2026-08-14,015,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-14,016,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-14,017,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-14,018,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,019,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,020,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-14,021,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-15,001,,,,,,,,,,,,,,,3,0,0,,,,0,,
2026-08-15,003,,,,,,,,,,,,,,,2,1,0,,,8.0,0,,
2026-08-15,004,,,,,,,,,,,,,,,2,1,0,,,5.0,0,,
2026-08-15,005,,,,,,,,,,,,,,,2,1,0,,,5.0,0,,
2026-08-15,006,,,,,,,,,,,,,,,2,1,0,,15.0,,0,,
2026-08-15,008,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-15,009,,,,,,,,,,,,,,,2,1,0,,6.0,10.0,0,,
2026-08-15,010,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-15,011,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-15,014,,,,,,,,,,,,,,,1,0,0,,12.0,,0,,
2026-08-15,016,,,,,,,,,,,,,,,2,0,0,,,,0,,
2026-08-15,019,,,,,,,,,,,,,,,2,1,0,,9.0,,0,,
2026-08-15,024,,,,,,,,,,,,,,,2,1,0,,7.0,,0,,
2026-08-15,026,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-16,003,,,,2.0,2.0,1.0,,,,,,,,,2,1,0,,16.0,,0,,
2026-08-16,004,,,,,,,,,,,,,,,2,1,0,,23.0,,0,,
2026-08-16,005,,,,,,,,,,,,,,,2,1,0,,12.0,,0,,
2026-08-16,006,,,,,,,,,,,,,,,2,0,0,,,7.0,0,,
2026-08-16,007,,,,,,,,,,,,,,,2,0,0,,,8.0,0,,
2026-08-16,010,,,,1.0,3.0,1.0,,,,,,,,,2,1,0,,,,0,,
2026-08-16,011,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-16,012,,,,,,,,,,,,,,,2,1,0,,13.0,,0,,
2026-08-16,014,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-16,015,,,,,,,,,,,,,,,2,1,0,,12.0,,0,,
2026-08-16,017,,,,,,,,,,,,,,,2,1,0,,11.0,,0,,
2026-08-16,018,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-16,019,,,,,,,,,,,,,,,2,0,0,,,9.0,0,,
2026-08-16,020,,,,,,,,,,,,,,,2,0,0,,,8.0,0,,
2026-08-16,021,,,,,,,,,,,,,,,2,1,0,,13.0,,0,,
2026-08-16,022,,,,,,,,,,,31.0,,,,2,1,0,,,,0,,
2026-08-16,024,,,,,,,,,,,,,,,2,1,0,,,,0,0.571,0.286
2026-08-16,025,,,,,,,,,,,31.0,,,,2,1,0,,12.0,,0,,
2026-08-17,001,,,,,,,,,,,,,,,2,1,0,,10.0,,0,,
2026-08-17,002,,,,,,,1.0,10.0,,,18.0,,,9.0,3,1,0,,10.0,,0,,
2026-08-17,003,,,,,,,,,,,,,,,2,1,0,,12.0,,0,,
2026-08-17,004,,,,,,,,,,,,,,,2,1,0,,6.0,,0,,
2026-08-17,005,,,,,,,,,,,27.0,,,,2,1,0,,5.0,,0,,
2026-08-17,006,,,,,,,,,,,,,,,2,1,0,,13.0,,0,,
2026-08-18,001,,,,,,,,,,,18.0,,,,2,1,0,,13.0,,0,,
2026-08-18,002,,,,,,,,,,,,,,,2,1,0,,,,0,,
2026-08-18,003,,,,,,,40.0,17.0,,,,,,,2,1,0,,,,0,,
2026-08-18,004,,,,,,,1.0,10.0,,,30.0,,,,2,1,0,,18.0,,0,,
2026-08-19,001,,,,,,,,,,,23.0,8.0,,,2,1,0,,10.0,,0,,
2026-08-19,002,1.9,0.6,2.5,,,,,,,,30.0,,,,3,0,0,,8.0,,0,0.537,0.358
2026-08-19,003,1.2,0.9,2.1,,,,,,,,5.0,66.0,,,2,1,0,,13.0,,0,,
2026-08-19,006,1.9,1.1,3.0,,,,,,,,15.0,86.0,,,2,1,0,,,,0,,
2026-08-19,007,1.2,1.7,2.9,,,,,,,,17.0,54.0,,,2,1,0,,,,0,,
2026-08-19,008,2.2,0.9,3.1,,,,,,,,26.0,,,,3,1,0,,,,0,,
2026-08-20,001,0.8,1.6,2.4,,,,,,,,8.0,,,,2,1,0,,,,0,,
2026-08-20,002,1.3,1.0,2.3,,,,,,,,2.0,,,,2,1,0,,7.0,,0,,
2026-08-20,003,1.1,0.8,1.9,,,,,,,,23.0,,,,2,1,0,,13.0,,0,,
2026-08-20,004,1.2,1.0,2.2,,,,,,,,6.0,,,,3,1,0,,9.0,,0,,
2026-08-20,005,1.0,1.7,2.7,,,,,,,,5.0,,,,2,1,0,,,,0,,
2026-08-20,006,1.6,1.0,2.6,,,,,,,,4.0,,,,2,1,0,,,,0,,
2026-08-20,007,1.6,0.8,2.4,,,,,,,,8.0,,,,2,1,0,,,,0,,
2026-08-20,008,1.5,0.8,2.3,,,,,,,,1.0,,,,2,1,0,,,,0,,
2026-08-20,009,2.2,0.8,3.0,,,,,,,,4.0,,,,3,1,0,,,,0,,
2026-08-21,001,1.5,0.8,2.3,,,,5.0,2.0,,,28.0,,,,2,1,0,,,,0,,
2026-08-21,002,1.2,0.8,2.0,,,,1.0,5.0,,,28.0,,,,1,1,0,,,,0,,
2026-08-21,003,0.8,1.8,2.6,,,,,,,,39.0,,,,2,1,0,,,,0,0.0,-0.833
2026-08-21,004,1.2,0.9,2.1,,,,,,,,19.0,,,,2,1,0,,9.0,,0,,
2026-08-21,005,1.5,1.3,2.8,,,,,,,,18.0,,,,2,1,0,,,,0,0.19,-0.238
2026-08-21,006,1.5,0.9,2.4,,,,24.0,5.0,,,34.0,,,,2,1,0,,,,0,,
